"STATION","DATE","PRCP","TMAX","TMIN"
"USW00003166","2022-02-01","0.0","17.8","9.4"
"USW00003166","2022-02-02","0.0","19.4","5.6"
"USW00003166","2022-02-03","0.0","20.0","3.9"
"USW00003166","2022-02-04","0.0","22.2","5.6"
"USW00003166","2022-02-05","0.0","23.3","5.6"
"USW00003166","2022-02-06","0.0","27.2","5.0"
"USW00003166","2022-02-07","0.0","27.2","7.8"
"USW00003166","2022-02-08","0.0","28.3","7.2"
"USW00003166","2022-02-09","0.0","31.1","9.4"
"USW00003166","2022-02-10","0.0","31.1","12.2"
"USW00003166","2022-02-11","0.0","30.6","10.6"
"USW00003166","2022-02-12","0.0","32.8","10.0"
"USW00003166","2022-02-13","0.0","31.7","11.1"
"USW00003166","2022-02-14","0.0","24.4","10.0"
"USW00003166","2022-02-15","3.3","17.2","7.8"
"USW00003166","2022-02-16","0.0","17.8","6.1"
"USW00003166","2022-02-17","0.0","23.9","7.8"
"USW00003166","2022-02-18","0.0","23.3","5.6"
"USW00003166","2022-02-19","0.0","25.0","6.1"
"USW00003166","2022-02-20","0.0","19.4","9.4"
"USW00003166","2022-02-21","0.0","17.2","12.2"
"USW00003166","2022-02-22","1.0","16.7","8.3"
"USW00003166","2022-02-23","0.8","15.6","6.1"
"USW00003166","2022-02-24","0.0","17.2","2.8"
"USW00003166","2022-02-25","0.0","18.9","3.3"
"USW00003166","2022-02-26","0.0","23.3","3.9"
"USW00003166","2022-02-27","0.0","27.2","5.6"
"USW00003166","2022-02-28","0.0","30.0","7.2"
"USW00003166","2022-03-01","0.0","31.1","8.9"
"USW00003166","2022-03-02","0.0","27.2","9.4"
"USW00003166","2022-03-03","0.0","19.4","8.9"
"USW00003166","2022-03-04","0.0","18.9","11.1"
"USW00003166","2022-03-05","0.0","15.6","8.9"
"USW00003166","2022-03-06","0.0","17.2","5.6"
"USW00003166","2022-03-07","0.0","23.3","5.0"
"USW00003166","2022-03-08","0.0","23.3","6.1"
"USW00003166","2022-03-09","0.0","20.0","8.9"
"USW00003166","2022-03-10","0.0","20.0","11.1"
"USW00003166","2022-03-11","0.0","25.0","8.3"
"USW00003166","2022-03-12","0.0","26.7","7.2"
"USW00003166","2022-03-13","0.0","21.1","9.4"
"USW00003166","2022-03-14","0.0","25.0","10.0"
"USW00003166","2022-03-15","0.0","25.0","10.6"
"USW00003166","2022-03-16","0.0","24.4","13.9"
"USW00003166","2022-03-17","0.0","29.4","11.1"
"USW00003166","2022-03-18","0.0","26.1","10.6"
"USW00003166","2022-03-19","3.0","21.1","13.3"
"USW00003166","2022-03-20","0.3","23.3","12.2"
"USW00003166","2022-03-21","0.0","25.0","11.1"
"USW00003166","2022-03-22","0.0","30.6","11.1"
"USW00003166","2022-03-23","0.0","31.1","12.8"
"USW00003166","2022-03-24","0.0","30.0","12.8"
"USW00003166","2022-03-25","0.0","26.7","11.7"
"USW00003166","2022-03-26","0.0","23.3","13.3"
"USW00003166","2022-03-27","0.0","21.1","14.4"
"USW00003166","2022-03-28","12.7","18.3","12.8"
"USW00003166","2022-03-29","0.0","20.0","10.6"
"USW00003166","2022-03-30","0.0","21.7","11.7"
"USW00003166","2022-03-31","0.0","18.3","14.4"
"USW00003166","2022-04-01","0.0","22.8","12.2"
"USW00003166","2022-04-02","0.0","19.4","12.8"
"USW00003166","2022-04-03","0.0","20.6","13.9"
"USW00003166","2022-04-04","0.0","22.8","12.8"
"USW00003166","2022-04-05","0.0","23.9","11.7"
"USW00003166","2022-04-06","0.0","31.7","13.3"
"USW00003166","2022-04-07","0.0","38.3","13.3"
"USW00003166","2022-04-08","0.0","38.9","17.8"
"USW00003166","2022-04-09","0.0","27.8","16.7"
"USW00003166","2022-04-10","0.0","21.7","16.7"
"USW00003166","2022-04-11","0.0","21.7","13.3"
"USW00003166","2022-04-12","0.0","22.2","11.7"
"USW00003166","2022-04-13","0.0","22.8","7.2"
"USW00003166","2022-04-14","0.0","22.8","10.0"
"USW00003166","2022-04-15","0.0","22.8","12.8"
"USW00003166","2022-04-16","0.0","22.2","13.9"
"USW00003166","2022-04-17","0.0","23.9","13.9"
"USW00003166","2022-04-18","0.0","25.0","12.8"
"USW00003166","2022-04-19","0.0","23.9","15.0"
"USW00003166","2022-04-20","0.0","20.6","12.8"
"USW00003166","2022-04-21","0.0","22.2","10.6"
"USW00003166","2022-04-22","4.1","20.0","12.8"
"USW00003166","2022-04-23","0.0","26.7","12.2"
"USW00003166","2022-04-24","0.0","31.7","11.7"
"USW00003166","2022-04-25","0.0","31.7","12.8"
"USW00003166","2022-04-26","0.0","27.2","14.4"
"USW00003166","2022-04-27","0.0","22.8","13.9"
"USW00003166","2022-04-28","0.0","21.1","13.9"
"USW00003166","2022-04-29","0.0","23.3","13.3"
"USW00003166","2022-04-30","0.0","26.7","12.2"
"USW00003166","2022-05-01","0.0","22.2","13.3"
"USW00003166","2022-05-02","0.0","23.3","15.6"
"USW00003166","2022-05-03","0.0","21.7","15.0"
"USW00003166","2022-05-04","0.0","26.1","13.3"
"USW00003166","2022-05-05","0.0","27.8","15.0"
"USW00003166","2022-05-06","0.0","24.4","12.8"
"USW00003166","2022-05-07","0.0","23.9","16.1"
"USW00003166","2022-05-08","0.0","21.7","14.4"
"USW00003166","2022-05-09","0.0","20.6","11.7"
"USW00003166","2022-05-10","0.0","22.2","10.6"
"USW00003166","2022-05-11","0.0","21.7","10.6"
"USW00003166","2022-05-12","0.0","29.4","10.0"
"USW00003166","2022-05-13","0.0","32.8","12.8"
"USW00003166","2022-05-14","0.0","33.9","15.0"
"USW00003166","2022-05-15","0.0","27.8","15.0"
"USW00003166","2022-05-16","0.0","23.3","15.6"
"USW00003166","2022-05-17","0.0","22.2","15.6"
"USW00003166","2022-05-18","0.0","23.9","16.1"
"USW00003166","2022-05-19","0.0","19.4","15.0"
"USW00003166","2022-05-20","0.0","20.0","15.0"
"USW00003166","2022-05-21","0.0","22.8","16.1"
"USW00003166","2022-05-22","0.0","24.4","13.9"
"USW00003166","2022-05-23","0.0","21.7","15.6"
"USW00003166","2022-05-24","0.0","23.3","15.6"
"USW00003166","2022-05-25","0.0","23.3","15.0"
"USW00003166","2022-05-26","0.0","23.9","16.1"
"USW00003166","2022-05-27","0.0","23.9","16.1"
"USW00003166","2022-05-28","0.0","21.1","15.6"
"USW00003166","2022-05-29","0.0","23.3","16.1"
"USW00003166","2022-05-30","0.0","23.9","16.1"
"USW00003166","2022-05-31","0.0","24.4","13.9"
"USW00003166","2022-06-01","0.0","27.2","15.6"
"USW00003166","2022-06-02","0.0","25.6","15.6"
"USW00003166","2022-06-03","0.0","25.0","16.1"
"USW00003166","2022-06-04","0.0","23.9","17.2"
"USW00003166","2022-06-05","0.0","25.6","17.2"
"USW00003166","2022-06-06","0.0","26.7","17.2"
"USW00003166","2022-06-07","0.0","26.1","18.3"
"USW00003166","2022-06-08","0.0","26.1","17.8"
"USW00003166","2022-06-09","0.0","27.2","17.8"
"USW00003166","2022-06-10","0.0","28.3","17.2"
"USW00003166","2022-06-11","0.0","28.9","17.8"
"USW00003166","2022-06-12","0.0","26.1","17.2"
"USW00003166","2022-06-13","0.0","26.1","17.8"
"USW00003166","2022-06-14","0.0","26.7","18.3"
"USW00003166","2022-06-15","0.0","27.2","17.8"
"USW00003166","2022-06-16","0.0","26.7","18.9"
"USW00003166","2022-06-17","0.0","25.6","17.8"
"USW00003166","2022-06-18","0.0","25.0","16.1"
"USW00003166","2022-06-19","0.0","27.2","16.1"
"USW00003166","2022-06-20","0.0","36.1","15.6"
"USW00003166","2022-06-21","0.0","30.0","17.8"
"USW00003166","2022-06-22","2.5","32.8","18.9"
"USW00003166","2022-06-23","0.0","33.9","18.3"
"USW00003166","2022-06-24","0.0","33.9","17.2"
"USW00003166","2022-06-25","0.0","32.2","16.1"
"USW00003166","2022-06-26","0.0","30.0","15.0"
"USW00003166","2022-06-27","0.0","33.3","17.2"
"USW00003166","2022-06-28","0.0","31.7","18.9"
"USW00003166","2022-06-29","0.0","29.4","18.9"
"USW00003166","2022-06-30","0.0","30.0","18.3"
"USW00003166","2022-07-01","0.0","28.9","17.8"
"USW00003166","2022-07-02","0.0","26.7","17.8"
"USW00003166","2022-07-03","0.0","25.6","17.8"
"USW00003166","2022-07-04","0.0","26.1","16.7"
"USW00003166","2022-07-05","0.0","27.8","17.8"
"USW00003166","2022-07-06","0.0","27.8","18.3"
"USW00003166","2022-07-07","0.0","28.3","16.7"
"USW00003166","2022-07-08","0.0","27.8","16.7"
"USW00003166","2022-07-09","0.0","31.1","17.2"
"USW00003166","2022-07-10","0.0","28.9","16.1"
"USW00003166","2022-07-11","0.0","26.1","17.2"
"USW00003166","2022-07-12","0.0","25.0","16.7"
"USW00003166","2022-07-13","0.0","28.9","17.8"
"USW00003166","2022-07-14","0.0","25.6","17.8"
"USW00003166","2022-07-15","0.0","28.3","17.2"
"USW00003166","2022-07-16","0.0","28.3","17.2"
"USW00003166","2022-07-17","0.0","29.4","17.2"
"USW00003166","2022-07-18","0.0","30.0","20.0"
"USW00003166","2022-07-19","0.0","32.2","18.3"
"USW00003166","2022-07-20","0.0","32.2","19.4"
"USW00003166","2022-07-21","0.0","29.4","18.9"
"USW00003166","2022-07-22","0.0","29.4","17.8"
"USW00003166","2022-07-23","0.0","27.8","19.4"
"USW00003166","2022-07-24","0.0","27.8","19.4"
"USW00003166","2022-07-25","0.0","27.8","19.4"
"USW00003166","2022-07-26","0.0","29.4","18.3"
"USW00003166","2022-07-27","0.0","30.0","17.2"
"USW00003166","2022-07-28","0.0","29.4","17.8"
"USW00003166","2022-07-29","0.0","28.3","18.3"
"USW00003166","2022-07-30","0.0","31.7","18.9"
"USW00003166","2022-07-31","0.0","31.1","21.1"
"USW00003166","2022-08-01","0.0","33.9","21.1"
"USW00003166","2022-08-02","0.0","32.2","20.6"
"USW00003166","2022-08-03","0.0","29.4","20.6"
"USW00003166","2022-08-04","0.0","30.0","20.0"
"USW00003166","2022-08-05","0.0","33.3","21.1"
"USW00003166","2022-08-06","0.0","33.9","19.4"
"USW00003166","2022-08-07","0.0","33.3","18.9"
"USW00003166","2022-08-08","0.0","31.7","20.6"
"USW00003166","2022-08-09","0.0","35.0","22.2"
"USW00003166","2022-08-10","0.0","35.0","22.2"
"USW00003166","2022-08-11","0.0","36.7","21.7"
"USW00003166","2022-08-12","0.0","34.4","20.6"
"USW00003166","2022-08-13","0.0","33.9","21.1"
"USW00003166","2022-08-14","0.0","32.8","21.7"
"USW00003166","2022-08-15","0.0","31.7","20.0"
"USW00003166","2022-08-16","0.0","33.9","19.4"
"USW00003166","2022-08-17","0.0","33.9","19.4"
"USW00003166","2022-08-18","0.0","31.7","20.0"
"USW00003166","2022-08-19","0.0","30.6","19.4"
"USW00003166","2022-08-20","0.0","28.3","21.1"
"USW00003166","2022-08-21","0.0","27.2","21.1"
"USW00003166","2022-08-22","0.0","30.0","20.0"
"USW00003166","2022-08-23","0.0","29.4","18.9"
"USW00003166","2022-08-24","0.0","30.0","19.4"
"USW00003166","2022-08-25","0.0","31.1","20.0"
"USW00003166","2022-08-26","0.0","30.6","19.4"
"USW00003166","2022-08-27","0.0","28.3","19.4"
"USW00003166","2022-08-28","0.0","29.4","20.6"
"USW00003166","2022-08-29","0.0","30.0","19.4"
"USW00003166","2022-08-30","0.0","34.4","18.9"
"USW00003166","2022-08-31","0.0","39.4","20.0"
"USW00003166","2022-09-01","0.0","33.9","22.2"
"USW00003166","2022-09-02","0.0","35.6","22.2"
"USW00003166","2022-09-03","0.0","39.4","24.4"
"USW00003166","2022-09-04","0.0","43.9","26.7"
"USW00003166","2022-09-05","0.0","37.8","24.4"
"USW00003166","2022-09-06","0.0","35.6","22.8"
"USW00003166","2022-09-07","0.0","37.2","22.2"
"USW00003166","2022-09-08","0.0","39.4","24.4"
"USW00003166","2022-09-09","5.8","37.2","21.7"
"USW00003166","2022-09-10","0.0","27.8","21.7"
"USW00003166","2022-09-11","0.0","33.9","24.4"
"USW00003166","2022-09-12","0.0","32.8","24.4"
"USW00003166","2022-09-13","0.0","30.0","22.8"
"USW00003166","2022-09-14","0.0","28.3","20.0"
"USW00003166","2022-09-15","0.0","27.8","20.0"
"USW00003166","2022-09-16","0.0","27.8","18.3"
"USW00003166","2022-09-17","0.0","26.1","19.4"
"USW00003166","2022-09-18","0.0","26.1","19.4"
"USW00003166","2022-09-19","0.0","28.3","17.2"
"USW00003166","2022-09-20","0.0","30.0","18.9"
"USW00003166","2022-09-21","0.0","29.4","16.7"
"USW00003166","2022-09-22","0.0","32.2","15.6"
"USW00003166","2022-09-23","0.0","33.3","16.7"
"USW00003166","2022-09-24","0.0","35.0","20.0"
"USW00003166","2022-09-25","0.0","35.0","19.4"
"USW00003166","2022-09-26","0.0","35.0","20.0"
"USW00003166","2022-09-27","0.0","33.9","19.4"
"USW00003166","2022-09-28","0.0","32.2","19.4"
"USW00003166","2022-09-29","0.0","28.3","20.0"
"USW00003166","2022-09-30","0.0","26.1","20.0"
"USW00003166","2022-10-01","0.0","25.6","19.4"
"USW00003166","2022-10-02","0.0","27.8","20.0"
"USW00003166","2022-10-03","0.0","28.3","17.8"
"USW00003166","2022-10-04","0.0","28.3","17.2"
"USW00003166","2022-10-05","0.0","28.9","19.4"
"USW00003166","2022-10-06","0.0","27.2","19.4"
"USW00003166","2022-10-07","0.0","28.9","19.4"
"USW00003166","2022-10-08","0.0","28.9","18.3"
"USW00003166","2022-10-09","0.0","27.2","18.9"
"USW00003166","2022-10-10","0.0","27.2","18.3"
"USW00003166","2022-10-11","0.0","25.6","19.4"
"USW00003166","2022-10-12","0.5","26.7","18.3"
"USW00003166","2022-10-13","0.0","22.8","17.8"
"USW00003166","2022-10-14","0.8","21.1","17.2"
"USW00003166","2022-10-15","6.4","21.7","16.1"
"USW00003166","2022-10-16","0.0","21.1","15.0"
"USW00003166","2022-10-17","0.0","27.2","12.8"
"USW00003166","2022-10-18","0.0","34.4","15.0"
"USW00003166","2022-10-19","0.0","36.7","16.7"
"USW00003166","2022-10-20","0.0","33.9","18.9"
"USW00003166","2022-10-21","0.0","26.1","17.8"
"USW00003166","2022-10-22","0.5","22.2","16.7"
"USW00003166","2022-10-23","0.0","22.2","13.9"
"USW00003166","2022-10-24","0.0","26.7","11.7"
"USW00003166","2022-10-25","0.0","26.1","11.7"
"USW00003166","2022-10-26","0.0","23.9","13.3"
"USW00003166","2022-10-27","0.0","25.0","13.3"
"USW00003166","2022-10-28","0.0","25.6","12.2"
"USW00003166","2022-10-29","0.0","26.7","11.1"
"USW00003166","2022-10-30","0.0","28.3","11.7"
"USW00003166","2022-10-31","0.0","26.7","11.7"
"USW00003166","2022-11-01","0.0","21.7","15.6"
"USW00003166","2022-11-02","2.8","20.0","12.2"
"USW00003166","2022-11-03","0.0","19.4","10.6"
"USW00003166","2022-11-04","0.0","21.1","7.2"
"USW00003166","2022-11-05","0.0","23.3","8.9"
"USW00003166","2022-11-06","0.0","22.8","10.0"
"USW00003166","2022-11-07","1.5","18.9","12.8"
"USW00003166","2022-11-08","47.0","19.4","11.1"
"USW00003166","2022-11-09","0.0","17.8","9.4"
"USW00003166","2022-11-10","0.0","21.7","5.6"
"USW00003166","2022-11-11","0.0","23.9","6.7"
"USW00003166","2022-11-12","0.0","21.7","6.7"
"USW00003166","2022-11-13","0.0","21.1","8.9"
"USW00003166","2022-11-14","0.0","22.2","7.8"
"USW00003166","2022-11-15","0.0","24.4","7.2"
"USW00003166","2022-11-16","0.0","26.1","8.9"
"USW00003166","2022-11-17","0.0","26.1","7.8"
"USW00003166","2022-11-18","0.0","22.2","7.8"
"USW00003166","2022-11-19","0.0","25.0","7.8"
"USW00003166","2022-11-20","0.0","27.2","8.9"
"USW00003166","2022-11-21","0.0","26.7","7.2"
"USW00003166","2022-11-22","0.0","25.0","7.2"
"USW00003166","2022-11-23","0.0","22.8","6.7"
"USW00003166","2022-11-24","0.0","28.3","6.7"
"USW00003166","2022-11-25","0.0","26.1","7.8"
"USW00003166","2022-11-26","0.0","22.8","7.8"
"USW00003166","2022-11-27","0.0","22.8","7.2"
"USW00003166","2022-11-28","0.0","17.8","12.8"
"USW00003166","2022-11-29","0.0","20.0","11.7"
"USW00003166","2022-11-30","0.0","18.9","10.0"
"USW00003166","2022-12-01","0.0","17.2","12.2"
"USW00003166","2022-12-02","0.0","17.8","11.7"
"USW00003166","2022-12-03","0.0","23.3","10.0"
"USW00003166","2022-12-04","0.0","19.4","10.6"
"USW00003166","2022-12-05","0.0","18.3","10.6"
"USW00003166","2022-12-06","0.0","16.7","9.4"
"USW00003166","2022-12-07","0.0","17.8","6.7"
"USW00003166","2022-12-08","0.0","18.9","6.1"
"US1CAOR0039","2022-01-01","0.0",,
"US1CAOR0039","2022-01-02","0.0",,
"US1CAOR0039","2022-01-03","0.0",,
"US1CAOR0039","2022-01-04","0.0",,
"US1CAOR0039","2022-01-05","0.0",,
"US1CAOR0039","2022-01-06","0.0",,
"US1CAOR0039","2022-01-07","0.0",,
"US1CAOR0039","2022-01-08","0.0",,
"US1CAOR0039","2022-01-09","0.0",,
"US1CAOR0039","2022-01-10","0.0",,
"US1CAOR0039","2022-01-11","0.0",,
"US1CAOR0039","2022-01-12","0.0",,
"US1CAOR0039","2022-01-13","0.0",,
"US1CAOR0039","2022-01-14","0.0",,
"US1CAOR0039","2022-01-15","0.0",,
"US1CAOR0039","2022-01-16","0.0",,
"US1CAOR0039","2022-01-17","0.5",,
"US1CAOR0039","2022-01-18","0.5",,
"US1CAOR0039","2022-01-19","0.0",,
"US1CAOR0039","2022-01-20","0.0",,
"US1CAOR0039","2022-01-21","0.0",,
"US1CAOR0039","2022-01-22","0.0",,
"US1CAOR0039","2022-01-23","0.0",,
"US1CAOR0039","2022-01-24","0.0",,
"US1CAOR0039","2022-01-25","0.0",,
"US1CAOR0039","2022-01-26","0.0",,
"US1CAOR0039","2022-01-27","0.0",,
"US1CAOR0039","2022-01-28","0.0",,
"US1CAOR0039","2022-01-29","0.0",,
"US1CAOR0039","2022-01-30","0.0",,
"US1CAOR0039","2022-01-31","0.0",,
"US1CAOR0039","2022-02-01","0.0",,
"US1CAOR0039","2022-02-02","0.0",,
"US1CAOR0039","2022-02-03","0.0",,
"US1CAOR0039","2022-02-04","0.0",,
"US1CAOR0039","2022-02-05","0.0",,
"US1CAOR0039","2022-02-06","0.0",,
"US1CAOR0039","2022-02-07","0.0",,
"US1CAOR0039","2022-02-08","0.0",,
"US1CAOR0039","2022-02-09","0.0",,
"US1CAOR0039","2022-02-10","0.0",,
"US1CAOR0039","2022-02-11","0.0",,
"US1CAOR0039","2022-02-12","0.0",,
"US1CAOR0039","2022-02-13","0.0",,
"US1CAOR0039","2022-02-14","0.0",,
"US1CAOR0039","2022-02-15","0.0",,
"US1CAOR0039","2022-02-16","4.8",,
"US1CAOR0039","2022-02-17","0.0",,
"US1CAOR0039","2022-02-18","0.0",,
"US1CAOR0039","2022-02-19","0.0",,
"US1CAOR0039","2022-02-20","0.0",,
"US1CAOR0039","2022-02-21","0.0",,
"US1CAOR0039","2022-02-22","0.0",,
"US1CAOR0039","2022-02-23","3.3",,
"US1CAOR0039","2022-02-24","0.0",,
"US1CAOR0039","2022-02-25","0.0",,
"US1CAOR0039","2022-02-26","0.0",,
"US1CAOR0039","2022-02-27","0.0",,
"US1CAOR0039","2022-02-28","0.0",,
"US1CAOR0039","2022-03-01","0.0",,
"US1CAOR0039","2022-03-02","0.0",,
"US1CAOR0039","2022-03-03","0.0",,
"US1CAOR0039","2022-03-04","0.0",,
"US1CAOR0039","2022-03-05","0.5",,
"US1CAOR0039","2022-03-06","0.0",,
"US1CAOR0039","2022-03-07","0.0",,
"US1CAOR0039","2022-03-08","0.0",,
"US1CAOR0039","2022-03-09","0.0",,
"US1CAOR0039","2022-03-10","0.0",,
"US1CAOR0039","2022-03-11","0.0",,
"US1CAOR0039","2022-03-12","0.0",,
"US1CAOR0039","2022-03-13","0.0",,
"US1CAOR0039","2022-03-14","0.0",,
"US1CAOR0039","2022-03-15","0.0",,
"US1CAOR0039","2022-03-16","0.0",,
"US1CAOR0039","2022-03-17","0.0",,
"US1CAOR0039","2022-03-18","0.0",,
"US1CAOR0039","2022-03-19","0.0",,
"US1CAOR0039","2022-03-20","2.5",,
"US1CAOR0039","2022-03-21","0.0",,
"US1CAOR0039","2022-03-22","0.0",,
"US1CAOR0039","2022-03-23","0.0",,
"US1CAOR0039","2022-03-24","0.0",,
"US1CAOR0039","2022-03-25","0.0",,
"US1CAOR0039","2022-03-26","0.0",,
"US1CAOR0039","2022-03-27","0.0",,
"US1CAOR0039","2022-03-28","0.0",,
"US1CAOR0039","2022-03-29","17.3",,
"US1CAOR0039","2022-03-30","0.0",,
"US1CAOR0039","2022-03-31","0.0",,
"US1CAOR0039","2022-04-01","0.0",,
"US1CAOR0039","2022-04-02","0.0",,
"US1CAOR0039","2022-04-03","0.0",,
"US1CAOR0039","2022-04-04","0.0",,
"US1CAOR0039","2022-04-05","0.0",,
"US1CAOR0039","2022-04-06","0.0",,
"US1CAOR0039","2022-04-07","0.0",,
"US1CAOR0039","2022-04-08","0.0",,
"US1CAOR0039","2022-04-09","0.0",,
"US1CAOR0039","2022-04-10","0.0",,
"US1CAOR0039","2022-04-11","0.0",,
"US1CAOR0039","2022-04-12","0.0",,
"US1CAOR0039","2022-04-13","0.0",,
"US1CAOR0039","2022-04-14","0.0",,
"US1CAOR0039","2022-04-15","0.0",,
"US1CAOR0039","2022-04-16","0.0",,
"US1CAOR0039","2022-04-17","0.0",,
"US1CAOR0039","2022-04-18","0.0",,
"US1CAOR0039","2022-04-19","0.0",,
"US1CAOR0039","2022-04-20","0.0",,
"US1CAOR0039","2022-04-21","0.0",,
"US1CAOR0039","2022-04-22","5.1",,
"US1CAOR0039","2022-04-23","0.0",,
"US1CAOR0039","2022-04-24","0.0",,
"US1CAOR0039","2022-04-25","0.0",,
"US1CAOR0039","2022-04-26","0.0",,
"US1CAOR0039","2022-04-27","0.0",,
"US1CAOR0039","2022-04-28","0.0",,
"US1CAOR0039","2022-04-29","0.0",,
"US1CAOR0039","2022-04-30","0.0",,
"US1CAOR0039","2022-05-01","0.0",,
"US1CAOR0039","2022-05-02","0.0",,
"US1CAOR0039","2022-05-03","0.0",,
"US1CAOR0039","2022-05-04","0.0",,
"US1CAOR0039","2022-05-05","0.0",,
"US1CAOR0039","2022-05-06","0.0",,
"US1CAOR0039","2022-05-07","0.0",,
"US1CAOR0039","2022-05-08","0.0",,
"US1CAOR0039","2022-05-09","0.0",,
"US1CAOR0039","2022-05-10","0.0",,
"US1CAOR0039","2022-05-11","0.0",,
"US1CAOR0039","2022-05-12","0.0",,
"US1CAOR0039","2022-05-13","0.0",,
"US1CAOR0039","2022-05-14","0.0",,
"US1CAOR0039","2022-05-15","0.0",,
"US1CAOR0039","2022-05-16","0.0",,
"US1CAOR0039","2022-05-17","0.0",,
"US1CAOR0039","2022-05-18","0.0",,
"US1CAOR0039","2022-05-19","0.0",,
"US1CAOR0039","2022-05-20","0.0",,
"US1CAOR0039","2022-05-21","0.0",,
"US1CAOR0039","2022-05-22","0.0",,
"US1CAOR0039","2022-05-23","0.0",,
"US1CAOR0039","2022-05-24","0.0",,
"US1CAOR0039","2022-05-25","0.0",,
"US1CAOR0039","2022-05-26","0.0",,
"US1CAOR0039","2022-05-27","0.0",,
"US1CAOR0039","2022-05-28","0.0",,
"US1CAOR0039","2022-05-29","0.0",,
"US1CAOR0039","2022-05-30","0.0",,
"US1CAOR0039","2022-05-31","0.0",,
"US1CAOR0039","2022-06-01","0.0",,
"US1CAOR0039","2022-06-02","0.0",,
"US1CAOR0039","2022-06-03","0.0",,
"US1CAOR0039","2022-06-04","0.0",,
"US1CAOR0039","2022-06-05","0.0",,
"US1CAOR0039","2022-06-06","0.0",,
"US1CAOR0039","2022-06-07","0.0",,
"US1CAOR0039","2022-06-08","0.0",,
"US1CAOR0039","2022-06-09","0.0",,
"US1CAOR0039","2022-06-10","0.0",,
"US1CAOR0039","2022-06-11","0.0",,
"US1CAOR0039","2022-06-12","0.0",,
"US1CAOR0039","2022-06-13","0.0",,
"US1CAOR0039","2022-06-14","0.0",,
"US1CAOR0039","2022-06-15","0.0",,
"US1CAOR0039","2022-06-16","0.0",,
"US1CAOR0039","2022-06-17","0.0",,
"US1CAOR0039","2022-06-18","0.0",,
"US1CAOR0039","2022-06-19","0.0",,
"US1CAOR0039","2022-06-20","0.0",,
"US1CAOR0039","2022-06-21","0.0",,
"US1CAOR0039","2022-06-22","0.0",,
"US1CAOR0039","2022-06-23","2.0",,
"US1CAOR0039","2022-06-24","0.0",,
"US1CAOR0039","2022-06-25","0.0",,
"US1CAOR0039","2022-06-26","0.0",,
"US1CAOR0039","2022-06-27","0.0",,
"US1CAOR0039","2022-06-28","0.0",,
"US1CAOR0039","2022-06-29","0.0",,
"US1CAOR0039","2022-06-30","0.0",,
"US1CAOR0039","2022-07-01","0.0",,
"US1CAOR0039","2022-07-02","0.0",,
"US1CAOR0039","2022-07-03","0.0",,
"US1CAOR0039","2022-07-04","0.0",,
"US1CAOR0039","2022-07-05","0.0",,
"US1CAOR0039","2022-07-06","0.0",,
"US1CAOR0039","2022-07-07","0.0",,
"US1CAOR0039","2022-07-08","0.0",,
"US1CAOR0039","2022-07-09","0.0",,
"US1CAOR0039","2022-07-10","0.0",,
"US1CAOR0039","2022-07-11","0.0",,
"US1CAOR0039","2022-07-12","0.0",,
"US1CAOR0039","2022-07-13","0.0",,
"US1CAOR0039","2022-07-14","0.0",,
"US1CAOR0039","2022-07-15","0.0",,
"US1CAOR0039","2022-07-16","0.0",,
"US1CAOR0039","2022-07-17","0.0",,
"US1CAOR0039","2022-07-18","0.0",,
"US1CAOR0039","2022-07-19","0.0",,
"US1CAOR0039","2022-07-20","0.0",,
